OrderID,OrderDate,Origin,Destination,Weight_kg,VehicleType,FreightCost_USD,DeliveryStatus,CustomerRating
ORD00648,2023-05-06,Houston,Atlanta,341.16,Train,1075.38,Delivered,4.0
ORD00649,2023-05-08,Houston,Seattle,395.64,Van,1212.26,Delivered,4.0
ORD00650,2023-10-27,Los Angeles,Denver,251.73,Air,734.42,Delivered,4.0
ORD00651,2023-01-10,Chicago,Seattle,48.03,Van,75.52,Delivered,4.0
ORD00652,2023-03-10,Houston,Boston,270.87,Train,570.52,Delivered,
ORD00653,2023-08-21,New York,Boston,295.49,Train,598.73,Cancelled,4.0
ORD00654,2023-11-02,Houston,Miami,373.99,Train,830.36,Delivered,2.0
ORD00655,2023-10-19,Chicago,Seattle,218.67,Van,366.33,Delivered,5.0
ORD00656,2023-08-17,Chicago,Denver,68.15,Air,229.93,Delivered,4.0
ORD00657,2023-09-11,New York,Boston,145.47,Train,379.33,In Transit,5.0
ORD00658,2023-01-07,New York,Miami,184.73,Van,389.97,Delivered,5.0
ORD00659,2023-01-16,Houston,Seattle,324.73,Air,744.92,Delivered,
ORD00660,2023-10-31,Houston,Seattle,287.54,Air,688.49,Delayed,5.0
ORD00661,2023-06-15,Houston,Boston,181.27,Truck,489.64,In Transit,4.0
ORD00662,2023-05-02,Phoenix,Denver,493.33,Van,1248.8,In Transit,5.0
ORD00663,2023-08-27,Chicago,Denver,304.86,Van,1017.86,Delayed,4.0
ORD00664,2023-04-21,Los Angeles,Seattle,122.43,Air,305.33,Delayed,
ORD00665,2023-07-04,Chicago,Denver,55.38,Truck,192.96,Delivered,5.0
ORD00666,2023-10-26,Los Angeles,Boston,80.67,Van,258.37,Delivered,4.0
ORD00667,2023-04-25,Phoenix,Denver,126.75,Air,242.98,Delivered,3.0
ORD00668,2023-07-09,Houston,Denver,84.54,Train,284.16,Delivered,5.0
ORD00669,2023-05-21,Houston,Atlanta,97.35,Van,168.68,Delivered,5.0
ORD00670,2023-05-12,Phoenix,Miami,146.12,Air,458.07,Delivered,4.0
ORD00671,2023-08-27,New York,Seattle,90.82,Air,205.37,Delivered,5.0
ORD00672,2023-02-10,Houston,Miami,448.9,Train,1461.6,Delivered,4.0
ORD00673,2023-01-19,Los Angeles,Miami,44.72,Train,144.72,Delivered,5.0
ORD00674,2023-01-20,Houston,Boston,264.63,Train,823.49,Delivered,3.0
ORD00675,2023-07-15,Houston,Miami,208.15,Air,641.11,Delivered,5.0
ORD00676,2023-03-04,Chicago,Atlanta,491.28,Truck,1036.29,Delivered,4.0
ORD00677,2023-02-16,Chicago,Miami,60.46,Truck,100.47,Delivered,4.0
ORD00678,2023-05-28,Houston,Atlanta,201.94,Air,465.67,Delivered,2.0
ORD00679,2023-06-11,Houston,Miami,484.89,Train,895.62,In Transit,3.0
ORD00680,2023-12-03,Phoenix,Miami,433.43,Air,1252.57,In Transit,4.0
ORD00681,2023-08-27,Phoenix,Boston,409.45,Truck,897.6,Delayed,4.0
ORD00682,2023-12-20,Chicago,Miami,132.66,Train,457.84,Delivered,5.0
ORD00683,2023-09-16,Chicago,Seattle,89.59,Truck,,Delivered,
ORD00684,2023-11-04,Houston,Miami,335.98,Truck,1056.64,Delivered,4.0
ORD00685,2023-02-08,Chicago,Seattle,465.04,Truck,820.82,Delivered,4.0
ORD00686,2023-06-17,Chicago,Boston,280.6,Air,904.66,Delivered,1.0
ORD00687,2023-12-01,Phoenix,Boston,287.95,Air,963.34,Delivered,3.0
ORD00688,2023-11-08,New York,Miami,143.59,Van,355.26,Delayed,
ORD00689,2023-11-17,Los Angeles,Miami,385.9,Air,1046.76,Delivered,4.0
ORD00690,2023-07-16,Houston,Seattle,97.59,Van,295.66,Delivered,4.0
ORD00691,2023-08-04,Los Angeles,Denver,165.22,Train,305.6,Delivered,4.0
ORD00692,2023-01-24,Los Angeles,Denver,215.59,Truck,540.08,Cancelled,4.0
ORD00693,2023-11-22,Houston,Atlanta,256.27,Van,588.74,Delivered,
ORD00694,2023-04-19,Chicago,Denver,124.99,Air,224.08,Delivered,4.0
ORD00695,2023-11-08,Chicago,Miami,61.84,Van,138.22,Delivered,5.0
ORD00696,2023-06-06,New York,Seattle,307.26,Air,502.78,In Transit,4.0
ORD00697,2023-02-14,Los Angeles,Miami,147.87,Truck,229.44,Delayed,
ORD00698,2023-03-17,Los Angeles,Boston,292.71,Train,518.19,In Transit,4.0
ORD00699,2023-06-01,New York,Seattle,81.41,Train,278.93,Delivered,
ORD00700,2023-10-11,Phoenix,Miami,243.16,Van,631.99,Delivered,5.0
ORD00701,2023-04-22,Houston,Seattle,268.63,Train,921.84,Delivered,4.0
ORD00702,2023-05-16,Chicago,Miami,30.65,Truck,72.49,In Transit,5.0
ORD00703,2023-12-01,Houston,Seattle,171.62,Van,364.46,Delivered,3.0
ORD00704,2023-03-08,Phoenix,Seattle,71.54,Air,179.73,Delayed,1.0
ORD00705,2023-04-29,Chicago,Atlanta,36.37,Air,86.53,In Transit,5.0
ORD00706,2023-01-24,Chicago,Boston,495.03,Truck,847.16,Delivered,5.0
ORD00707,2023-08-05,Chicago,Boston,164.57,Train,457.78,Delayed,3.0
ORD00708,2023-04-09,Phoenix,Atlanta,405.89,Truck,784.21,Delivered,4.0
ORD00709,2023-09-16,Houston,Denver,131.05,Train,358.97,Delivered,1.0
ORD00710,2023-02-16,Houston,Miami,342.34,Train,958.69,Delivered,4.0
ORD00711,2023-05-22,New York,Denver,381.31,Truck,687.9,Delivered,5.0
ORD00712,2023-06-24,Houston,Miami,299.84,Train,486.55,Delivered,4.0
ORD00713,2023-07-03,Chicago,Atlanta,238.43,Van,729.96,Cancelled,4.0
ORD00714,2023-03-02,Chicago,Denver,208.86,Air,,Delivered,4.0
ORD00715,2023-03-19,Houston,Boston,177.69,Air,287.21,Delivered,1.0
ORD00716,2023-02-25,Houston,Miami,465.12,Van,1623.14,Delivered,4.0
ORD00717,2023-05-02,Phoenix,Denver,416.16,Air,672.33,Delivered,5.0
ORD00718,2023-04-05,Chicago,Denver,482.69,Truck,1395.01,Delivered,5.0
ORD00719,2023-10-20,Chicago,Boston,66.53,Truck,230.68,Delivered,5.0
ORD00720,2023-12-18,New York,Miami,366.78,Air,725.62,Delivered,1.0
ORD00721,2023-07-15,Los Angeles,Denver,469.48,Air,837.79,Delivered,5.0
ORD00722,2023-01-31,Phoenix,Atlanta,94.71,Train,165.06,Delivered,
ORD00723,2023-09-19,Houston,Denver,37.92,Air,79.88,Delivered,5.0
ORD00724,2023-03-19,Chicago,Miami,371.85,Truck,632.92,Delivered,4.0
ORD00725,2023-11-10,Los Angeles,Miami,289.36,Truck,834.61,Delivered,4.0
ORD00726,2023-11-08,Phoenix,Boston,421.71,Air,685.1,Delivered,4.0
ORD00727,2023-08-30,Chicago,Seattle,74.19,Air,186.87,Delivered,2.0
ORD00728,2023-06-26,Phoenix,Atlanta,398.66,Van,1392.68,Delayed,4.0
ORD00729,2023-05-04,Los Angeles,Atlanta,104.81,Train,327.84,Delivered,4.0
ORD00730,2023-10-16,New York,Boston,86.01,Train,234.85,Delivered,4.0
ORD00731,2023-10-28,Los Angeles,Atlanta,86.31,Truck,182.33,Delayed,5.0
ORD00732,2023-04-04,Houston,Seattle,408.21,Van,1121.68,Delivered,4.0
ORD00733,2023-04-28,New York,Denver,334.27,Van,853.75,Delivered,2.0
ORD00734,2023-02-15,Phoenix,Miami,263.92,Truck,620.78,Delivered,5.0
ORD00735,2023-11-23,Phoenix,Boston,182.62,Truck,321.67,Delivered,5.0
ORD00736,2024-01-01,New York,Miami,439.21,Van,1437.63,Delivered,5.0
ORD00737,2023-11-22,Los Angeles,Denver,199.26,Truck,478.14,Delivered,5.0
ORD00738,2023-05-07,Phoenix,Seattle,409.22,Truck,773.12,Delivered,4.0
ORD00739,2023-05-21,Los Angeles,Seattle,222.37,Truck,497.11,Delivered,5.0
ORD00740,2023-12-30,Phoenix,Atlanta,191.59,Train,446.07,In Transit,2.0
ORD00741,2023-01-28,Chicago,Atlanta,234.03,Train,738.38,Delivered,4.0
ORD00742,2023-11-29,Chicago,Atlanta,154.18,Air,457.49,Delivered,4.0
ORD00743,2023-06-30,Houston,Atlanta,375.07,Van,1139.69,Delivered,
ORD00744,2023-01-15,New York,Seattle,253.85,Train,386.38,Delivered,3.0
ORD00745,2023-08-28,Los Angeles,Miami,119.95,Truck,279.76,Delivered,5.0
ORD00746,2023-06-16,Phoenix,Atlanta,450.29,Van,1108.92,Delivered,5.0
ORD00747,2023-09-08,Houston,Atlanta,195.03,Train,300.03,Delayed,4.0
ORD00748,2023-06-01,Houston,Seattle,274.06,Train,553.5,Delivered,3.0
ORD00749,2023-01-12,New York,Boston,453.7,Air,1370.44,In Transit,5.0
ORD00750,2023-11-19,Los Angeles,Boston,314.0,Van,557.1,Delivered,5.0
ORD00751,2023-01-12,Chicago,Seattle,62.86,Air,161.59,Delivered,4.0
ORD00752,2023-01-23,Chicago,Denver,470.22,Truck,907.71,Delayed,5.0
ORD00753,2023-03-23,Chicago,Denver,315.72,Train,481.23,Delivered,4.0
ORD00754,2023-01-08,Phoenix,Atlanta,170.78,Truck,338.55,Delayed,4.0
ORD00755,2023-08-10,Los Angeles,Denver,73.94,Train,255.22,Delayed,5.0
ORD00756,2023-10-09,Chicago,Denver,398.04,Air,1235.15,Delivered,4.0
ORD00757,2023-09-06,Houston,Seattle,311.94,Van,1066.57,Delivered,4.0
ORD00758,2023-08-15,New York,Boston,269.06,Air,666.11,Delivered,5.0
ORD00759,2023-02-28,Phoenix,Atlanta,447.48,Truck,769.43,In Transit,5.0
ORD00760,2023-05-04,Chicago,Seattle,395.36,Air,1026.32,Delivered,2.0
ORD00761,2023-06-26,New York,Boston,80.08,Truck,192.89,Delivered,3.0
ORD00762,2023-07-12,Houston,Boston,159.3,Train,507.96,Delivered,1.0
ORD00763,2023-05-02,Houston,Seattle,128.0,Van,217.11,Delivered,5.0
ORD00764,2023-09-22,Los Angeles,Denver,373.25,Train,,Delivered,4.0
ORD00765,2023-02-19,Chicago,Seattle,21.6,Train,38.88,Delivered,3.0
ORD00766,2023-08-08,Los Angeles,Miami,287.1,Train,,Delivered,5.0
ORD00767,2023-02-11,Houston,Miami,382.42,Truck,,Delivered,4.0
ORD00768,2023-11-28,Chicago,Miami,439.0,Van,1076.44,In Transit,4.0
ORD00769,2023-05-08,Houston,Boston,174.33,Truck,392.55,Delayed,4.0
ORD00770,2023-12-08,Los Angeles,Boston,411.52,Train,941.95,In Transit,5.0
ORD00771,2023-05-19,Houston,Miami,59.76,Train,144.55,Delivered,2.0
ORD00772,2023-10-23,Phoenix,Miami,423.99,Truck,1301.66,Delivered,4.0
ORD00773,2023-02-09,New York,Seattle,68.11,Truck,223.68,Delivered,5.0
ORD00774,2023-05-18,Phoenix,Atlanta,201.66,Truck,687.8,In Transit,4.0
ORD00775,2023-05-30,Houston,Denver,399.66,Truck,1228.48,Delivered,4.0
ORD00776,2023-05-24,Houston,Seattle,79.21,Van,168.78,Cancelled,4.0
ORD00777,2023-12-17,New York,Seattle,118.48,Train,340.78,In Transit,1.0
ORD00778,2023-06-29,New York,Seattle,362.52,Train,861.06,Delivered,3.0
ORD00779,2023-04-30,Phoenix,Seattle,361.42,Truck,726.22,Cancelled,4.0
ORD00780,2023-09-25,Los Angeles,Miami,322.37,Train,1025.7,In Transit,4.0
ORD00781,2023-11-27,Chicago,Denver,348.5,Train,549.53,Delivered,1.0
ORD00782,2023-06-24,New York,Boston,273.65,Train,904.01,In Transit,5.0
ORD00783,2023-10-25,Phoenix,Seattle,129.64,Truck,314.11,Delivered,5.0
ORD00784,2023-03-22,Chicago,Atlanta,176.12,Train,488.63,Delivered,5.0
ORD00785,2023-01-16,Chicago,Seattle,94.89,Train,267.47,Delivered,5.0
ORD00786,2023-11-02,New York,Atlanta,454.68,Van,1496.0,Delivered,4.0
ORD00787,2023-03-23,New York,Atlanta,293.78,Van,814.75,Delivered,5.0
ORD00788,2023-06-21,New York,Seattle,203.42,Van,554.9,Cancelled,3.0
ORD00789,2023-05-31,Chicago,Seattle,233.69,Air,381.69,Delivered,5.0
ORD00790,2023-03-16,Los Angeles,Seattle,473.91,Air,1202.22,Delayed,5.0
ORD00791,2023-06-02,Los Angeles,Boston,80.91,Truck,145.67,Delivered,
ORD00792,2023-09-15,New York,Boston,295.18,Train,878.12,Delayed,5.0
ORD00793,2023-05-12,Los Angeles,Miami,255.41,Van,644.77,Delivered,4.0
ORD00794,2023-02-01,Houston,Miami,307.67,Van,880.08,Delayed,4.0
ORD00795,2023-05-09,Phoenix,Seattle,13.96,Van,22.1,Cancelled,4.0
ORD00796,2023-06-28,New York,Denver,436.7,Train,729.11,Delivered,4.0
ORD00797,2023-11-13,New York,Miami,466.4,Van,1367.79,Delivered,2.0
ORD00798,2023-07-01,Chicago,Boston,284.74,Train,468.16,Delivered,5.0
ORD00799,2023-01-06,Houston,Atlanta,349.84,Train,574.62,Delivered,5.0
ORD00800,2023-09-19,Phoenix,Boston,461.64,Train,703.64,Delivered,3.0
ORD00801,2023-10-18,New York,Miami,355.08,Train,1211.89,Delivered,5.0
ORD00802,2023-12-15,Houston,Denver,80.51,Air,239.52,Delivered,5.0
ORD00803,2023-05-16,Houston,Atlanta,290.26,Train,640.46,Delivered,5.0
ORD00804,2023-10-18,New York,Boston,305.32,Train,639.06,Delivered,5.0
ORD00805,2023-11-23,Chicago,Denver,214.94,Train,472.74,Delivered,4.0
ORD00806,2023-11-29,Chicago,Boston,369.54,Truck,1126.84,Delivered,5.0
ORD00807,2023-09-30,New York,Atlanta,467.51,Air,1319.66,Delivered,5.0
ORD00808,2023-01-14,Chicago,Atlanta,463.16,Van,866.29,Delivered,3.0
ORD00809,2023-05-16,New York,Miami,228.17,Air,421.71,Delivered,4.0
ORD00810,2023-08-26,Los Angeles,Boston,61.05,Truck,103.59,Delayed,
ORD00811,2023-06-01,Chicago,Denver,492.5,Truck,1389.15,Delivered,4.0
ORD00812,2023-07-25,New York,Denver,420.25,Truck,1272.83,In Transit,5.0
ORD00813,2023-10-15,New York,Atlanta,66.71,Air,135.43,Delivered,5.0
ORD00814,2023-01-03,New York,Atlanta,460.82,Air,710.53,Delivered,3.0
ORD00815,2023-09-04,Phoenix,Atlanta,435.6,Truck,724.99,In Transit,4.0
ORD00816,2023-02-04,New York,Seattle,261.82,Van,899.54,In Transit,5.0
ORD00817,2023-09-24,New York,Atlanta,297.68,Train,622.42,Delivered,4.0
ORD00818,2023-08-07,Los Angeles,Seattle,202.51,Truck,615.32,Delivered,1.0
ORD00819,2023-11-26,Phoenix,Miami,32.11,Air,88.28,Delivered,1.0
ORD00820,2023-12-01,Los Angeles,Atlanta,170.92,Truck,386.94,Delivered,4.0
ORD00821,2023-08-12,Chicago,Denver,402.41,Air,769.16,Delivered,5.0
ORD00822,2023-06-15,Houston,Boston,7.29,Truck,12.7,Cancelled,4.0
ORD00823,2023-12-05,Chicago,Atlanta,170.08,Truck,464.32,Delivered,
ORD00824,2023-06-04,New York,Seattle,202.09,Air,,In Transit,
ORD00825,2023-03-18,Houston,Miami,271.01,Train,755.52,Delivered,4.0
ORD00826,2023-07-07,Chicago,Miami,460.33,Van,1178.72,Delivered,5.0
ORD00827,2023-03-11,Los Angeles,Denver,176.44,Van,279.46,Delivered,5.0
ORD00828,2023-08-05,New York,Denver,176.74,Train,607.45,Delivered,
ORD00829,2023-05-15,Houston,Denver,370.06,Truck,1146.23,Delivered,4.0
ORD00830,2023-12-09,Phoenix,Miami,228.85,Truck,477.3,Cancelled,1.0
ORD00831,2023-10-19,New York,Seattle,116.18,Van,401.98,Delayed,4.0
ORD00832,2023-08-07,Chicago,Boston,228.96,Van,619.05,Delivered,5.0
ORD00833,2023-10-09,Chicago,Atlanta,74.72,Train,199.12,Delivered,3.0
ORD00834,2023-01-01,Houston,Miami,92.31,Truck,276.57,Delivered,4.0
ORD00835,2023-01-16,Houston,Seattle,251.69,Truck,786.16,Delivered,4.0
ORD00836,2023-01-13,Chicago,Seattle,212.37,Air,597.39,Delivered,
ORD00837,2023-11-02,New York,Denver,457.85,Truck,804.07,Delivered,5.0
ORD00838,2023-03-08,Los Angeles,Seattle,184.38,Truck,,Delivered,1.0
ORD00839,2023-10-06,Los Angeles,Seattle,292.39,Van,981.31,Delayed,5.0
ORD00840,2023-04-02,Phoenix,Boston,317.97,Air,619.8,Delivered,4.0
ORD00841,2023-04-23,Los Angeles,Boston,11.48,Train,25.76,Delivered,4.0
ORD00842,2023-07-27,Los Angeles,Atlanta,333.45,Air,788.33,In Transit,5.0
ORD00843,2023-11-01,Phoenix,Denver,93.13,Van,221.54,Delivered,5.0
ORD00844,2023-04-20,Los Angeles,Atlanta,480.73,Train,1310.41,Delivered,5.0
ORD00845,2023-12-09,Phoenix,Boston,78.59,Train,266.12,Delivered,4.0
ORD00846,2023-11-04,Houston,Atlanta,210.24,Van,416.57,In Transit,4.0
ORD00847,2023-02-11,Los Angeles,Miami,47.25,Truck,82.36,Delivered,5.0
ORD00848,2023-05-02,Phoenix,Seattle,498.45,Van,944.53,In Transit,4.0
ORD00849,2023-10-23,Houston,Boston,253.59,Air,830.22,In Transit,4.0
ORD00850,2023-01-13,Los Angeles,Atlanta,299.72,Van,836.7,Delivered,4.0
ORD00851,2023-02-05,Houston,Seattle,38.2,Truck,79.14,Delivered,5.0
ORD00852,2023-04-10,New York,Atlanta,376.23,Truck,1178.31,Delivered,4.0
ORD00853,2023-06-09,Houston,Seattle,108.9,Truck,350.96,Delivered,3.0
ORD00854,2023-08-18,Phoenix,Seattle,449.54,Train,1435.39,Delivered,5.0
ORD00855,2023-11-30,Los Angeles,Atlanta,106.54,Truck,355.61,Delivered,3.0
ORD00856,2023-07-30,Los Angeles,Denver,99.39,Train,199.23,Delivered,
ORD00857,2023-02-07,Los Angeles,Atlanta,23.09,Air,,Delayed,4.0
ORD00858,2023-04-26,Los Angeles,Atlanta,238.67,Van,577.84,In Transit,1.0
ORD00859,2023-08-08,Chicago,Seattle,284.6,Air,906.17,Delayed,1.0
ORD00860,2023-12-12,Chicago,Miami,37.53,Van,110.98,Delivered,3.0
ORD00861,2023-09-21,Chicago,Atlanta,388.89,Train,1187.24,Delivered,5.0
ORD00862,2023-12-17,Chicago,Miami,229.38,Truck,645.09,Delivered,4.0
ORD00863,2023-12-09,Phoenix,Boston,264.57,Van,490.74,Delivered,5.0
ORD00864,2023-10-15,Houston,Atlanta,223.18,Train,578.05,Delivered,
ORD00865,2023-05-27,Phoenix,Seattle,203.38,Train,705.59,Delivered,4.0
ORD00866,2023-05-27,Chicago,Miami,282.02,Truck,951.75,Delivered,4.0
ORD00867,2023-05-15,Los Angeles,Seattle,81.84,Van,129.83,Delivered,4.0
ORD00868,2023-07-18,Phoenix,Boston,95.05,Air,173.91,Delivered,5.0
ORD00869,2023-03-29,Chicago,Boston,431.58,Truck,761.07,Cancelled,
ORD00870,2023-09-02,Houston,Seattle,473.33,Air,1397.25,Delivered,4.0
ORD00871,2023-06-16,New York,Denver,189.79,Truck,595.1,Cancelled,5.0
ORD00872,2023-06-14,Houston,Boston,139.02,Truck,267.89,Delivered,5.0
ORD00873,2023-08-02,Houston,Denver,323.78,Train,813.24,Delivered,5.0
ORD00874,2023-03-25,Los Angeles,Atlanta,207.32,Air,659.57,Delivered,4.0
ORD00875,2023-08-13,Phoenix,Atlanta,17.57,Train,52.11,Delivered,5.0
ORD00876,2023-06-12,Los Angeles,Boston,82.3,Truck,212.7,Delayed,4.0
ORD00877,2023-03-09,Los Angeles,Seattle,359.41,Truck,963.47,In Transit,4.0
ORD00878,2023-07-13,Houston,Seattle,331.17,Air,833.46,In Transit,
ORD00879,2023-08-27,Houston,Miami,18.41,Truck,38.57,Delivered,4.0
ORD00880,2023-07-04,New York,Seattle,114.88,Van,302.14,Cancelled,3.0
ORD00881,2023-02-20,Phoenix,Atlanta,119.38,Air,343.55,Delivered,4.0
ORD00882,2023-10-16,Los Angeles,Atlanta,337.59,Van,1096.04,Cancelled,5.0
ORD00883,2023-05-14,New York,Atlanta,14.76,Van,40.92,Delivered,4.0
ORD00884,2023-02-05,New York,Denver,56.53,Van,170.85,Delivered,2.0
ORD00885,2023-04-24,Chicago,Miami,400.96,Truck,729.8,Delivered,2.0
ORD00886,2023-04-20,Houston,Miami,93.38,Truck,226.27,Delivered,5.0
ORD00887,2023-03-28,Houston,Boston,328.11,Train,498.29,In Transit,4.0
ORD00888,2023-07-30,Los Angeles,Atlanta,122.9,Truck,244.98,Delayed,4.0
ORD00889,2023-08-02,Houston,Denver,54.22,Air,160.11,In Transit,5.0
ORD00890,2023-04-26,New York,Seattle,125.37,Van,436.74,Delivered,5.0
ORD00891,2023-11-18,Los Angeles,Denver,362.52,Air,615.69,Delivered,4.0
ORD00892,2023-04-18,Houston,Boston,428.57,Truck,986.99,In Transit,
ORD00893,2023-09-04,Phoenix,Denver,415.96,Air,1289.54,In Transit,5.0
ORD00894,2023-11-27,Houston,Miami,201.61,Air,384.69,Delivered,5.0
ORD00895,2023-02-20,Houston,Miami,335.7,Air,876.23,Delivered,3.0
ORD00896,2023-03-26,New York,Miami,106.47,Truck,315.81,Delivered,5.0
ORD00897,2023-11-12,Phoenix,Boston,150.11,Air,410.1,Delivered,4.0
ORD00898,2023-06-17,New York,Seattle,448.69,Van,841.76,Delivered,4.0
ORD00899,2023-09-08,Los Angeles,Miami,11.44,Truck,25.29,Delayed,4.0
ORD00900,2023-06-17,Los Angeles,Miami,47.33,Truck,145.19,Delayed,1.0
ORD00901,2023-01-20,Chicago,Boston,107.9,Train,281.45,In Transit,3.0
ORD00902,2023-05-10,Houston,Atlanta,18.13,Air,27.38,Delivered,5.0
ORD00903,2023-06-11,New York,Boston,94.81,Truck,286.51,Delivered,1.0
ORD00904,2023-02-26,Chicago,Denver,293.61,Van,461.15,Delivered,4.0
ORD00905,2023-05-19,Chicago,Seattle,213.61,Air,639.01,Delivered,4.0
ORD00906,2023-05-25,Chicago,Denver,446.87,Air,851.27,Delivered,2.0
ORD00907,2023-01-20,Houston,Miami,409.63,Truck,1399.36,Delivered,5.0
ORD00908,2023-10-28,Chicago,Denver,174.2,Truck,389.49,Delivered,
ORD00909,2023-01-10,New York,Seattle,133.41,Truck,287.35,Delayed,4.0
ORD00910,2023-07-11,Los Angeles,Seattle,192.95,Train,346.88,In Transit,4.0
ORD00911,2023-08-10,Phoenix,Miami,297.2,Truck,627.45,Cancelled,4.0
ORD00912,2023-07-06,New York,Denver,137.69,Truck,447.95,Delivered,1.0
ORD00913,2023-08-15,New York,Atlanta,313.95,Train,1096.52,Delivered,5.0
ORD00914,2023-08-08,Chicago,Boston,207.66,Train,464.46,Delivered,
ORD00915,2023-04-20,Los Angeles,Atlanta,278.26,Truck,667.05,Delivered,4.0
ORD00916,2023-04-22,Phoenix,Denver,220.88,Truck,650.3,Delivered,5.0
ORD00917,2023-05-18,Houston,Boston,150.76,Truck,493.35,In Transit,5.0
ORD00918,2023-01-19,Houston,Atlanta,474.48,Train,1274.5,Delivered,5.0
ORD00919,2023-10-26,Chicago,Atlanta,382.98,Train,874.36,Delivered,4.0
ORD00920,2023-12-31,Phoenix,Boston,74.36,Van,172.91,Delivered,4.0
ORD00921,2023-11-14,New York,Boston,434.89,Train,1257.37,Delivered,4.0
ORD00922,2023-05-05,Los Angeles,Denver,246.28,Van,371.01,Delivered,5.0
ORD00923,2023-03-05,Los Angeles,Boston,447.8,Air,1226.6,Delivered,5.0
ORD00924,2023-10-12,Phoenix,Atlanta,400.93,Van,886.45,Delivered,3.0
ORD00925,2023-08-11,Los Angeles,Atlanta,215.48,Truck,665.49,Delivered,4.0
ORD00926,2023-07-08,Phoenix,Atlanta,16.12,Van,27.18,Delivered,5.0
ORD00927,2023-09-05,Chicago,Seattle,138.0,Van,369.34,Delivered,5.0
ORD00928,2023-05-04,New York,Atlanta,273.11,Van,672.38,Delivered,5.0
ORD00929,2023-11-05,Chicago,Boston,318.57,Train,887.11,Delivered,5.0
ORD00930,2023-07-26,New York,Miami,132.65,Train,216.18,Delivered,4.0
ORD00931,2023-01-03,Los Angeles,Denver,73.98,Train,196.78,Delayed,4.0
ORD00932,2023-07-10,Houston,Atlanta,418.29,Train,1097.16,Delivered,5.0
ORD00933,2023-05-08,Los Angeles,Atlanta,492.28,Air,1290.42,Delivered,2.0
ORD00934,2023-02-27,Chicago,Atlanta,265.22,Truck,717.94,In Transit,4.0
ORD00935,2023-02-24,New York,Denver,89.98,Truck,256.71,Delivered,5.0
ORD00936,2023-06-14,Phoenix,Atlanta,139.79,Train,434.74,Cancelled,3.0
ORD00937,2023-06-05,New York,Seattle,14.1,Air,28.76,Delivered,5.0
ORD00938,2023-02-14,Los Angeles,Seattle,457.58,Truck,1441.42,Delivered,4.0
ORD00939,2023-05-31,Houston,Seattle,63.29,Van,158.0,Delivered,5.0
ORD00940,2023-09-04,Los Angeles,Atlanta,290.38,Air,480.32,Delayed,1.0
ORD00941,2023-03-23,Los Angeles,Miami,140.66,Truck,227.46,Delivered,4.0
ORD00942,2023-08-17,Houston,Atlanta,279.32,Van,605.7,Delivered,5.0
ORD00943,2023-11-19,Chicago,Atlanta,327.45,Van,1005.2,Cancelled,
ORD00944,2023-06-27,Houston,Atlanta,415.72,Truck,1211.97,Delivered,5.0
ORD00945,2023-07-23,Phoenix,Miami,107.18,Train,329.82,In Transit,5.0
ORD00946,2023-12-11,Phoenix,Boston,10.44,Truck,26.46,Delivered,3.0
ORD00947,2023-10-02,Los Angeles,Boston,72.76,Truck,173.2,Delivered,4.0
ORD00948,2023-12-09,Phoenix,Denver,450.51,Van,808.62,In Transit,4.0
ORD00949,2023-01-06,Chicago,Miami,437.58,Van,943.59,In Transit,4.0
ORD00950,2023-02-28,Chicago,Seattle,300.72,Truck,712.12,Delivered,5.0
ORD00951,2023-04-01,Houston,Denver,302.26,Truck,506.95,Delivered,5.0
ORD00952,2023-03-03,Chicago,Miami,334.19,Truck,648.74,Delivered,5.0
ORD00953,2023-06-05,New York,Seattle,91.81,Truck,247.56,Delivered,5.0
ORD00954,2023-07-26,Houston,Seattle,457.63,Train,1359.77,Delivered,4.0
ORD00955,2023-12-13,Los Angeles,Seattle,212.29,Train,742.31,Delayed,5.0
ORD00956,2023-01-09,Los Angeles,Denver,194.65,Air,655.24,Delivered,5.0
ORD00957,2023-09-20,Phoenix,Denver,261.86,Van,729.31,Delivered,5.0
ORD00958,2023-12-22,Chicago,Atlanta,28.25,Train,66.18,Delivered,5.0
ORD00959,2023-07-06,Los Angeles,Seattle,87.31,Truck,242.05,Delivered,4.0
ORD00960,2023-05-01,Phoenix,Denver,370.33,Air,1137.4,Delivered,5.0
ORD00961,2023-05-15,Chicago,Seattle,45.99,Air,79.87,In Transit,3.0
ORD00962,2023-02-26,Houston,Atlanta,303.56,Truck,704.2,Delivered,4.0
ORD00963,2023-11-15,Chicago,Denver,126.45,Truck,402.06,In Transit,4.0
ORD00964,2023-03-30,Chicago,Denver,197.7,Air,448.32,Delivered,5.0
ORD00965,2023-07-07,Phoenix,Boston,147.9,Van,391.01,In Transit,5.0
ORD00966,2023-03-20,Chicago,Boston,181.06,Van,484.43,Delivered,5.0
ORD00967,2023-11-07,New York,Denver,360.93,Truck,,Cancelled,5.0
ORD00968,2023-12-15,Chicago,Miami,152.08,Van,338.3,Delivered,4.0
ORD00969,2023-04-13,Houston,Boston,285.37,Train,618.97,Delivered,5.0
ORD00970,2023-03-02,Chicago,Seattle,240.64,Truck,373.57,In Transit,4.0
ORD00971,2023-01-31,New York,Seattle,333.52,Truck,516.42,Delivered,4.0
ORD00972,2023-06-16,Chicago,Miami,468.73,Air,1482.78,Delivered,3.0
